boroct2010,variable_num,label,estimate
3119000,11,HHI 50-60k,84
3119000,12,HHI 60-75k,49
3119000,13,HHI 75-100k,73
3119000,14,HHI 100-125k,21
3119000,15,HHI 125-150k,46
3119000,16,HHI 150-200k,6
3119000,17,HHI 200k+,42
3119200,2,HHI <10k,176
3119200,3,HHI 10-15k,94
3119200,4,HHI 15-20k,82
3119200,5,HHI 20-25k,49
3119200,6,HHI 25-30k,39
3119200,7,HHI 30-35k,60
3119200,8,HHI 35-40k,49
3119200,9,HHI 40-45k,0
3119200,10,HHI 45-50k,19
3119200,11,HHI 50-60k,39
3119200,12,HHI 60-75k,70
3119200,13,HHI 75-100k,171
3119200,14,HHI 100-125k,133
3119200,15,HHI 125-150k,83
3119200,16,HHI 150-200k,47
3119200,17,HHI 200k+,9
3119400,2,HHI <10k,185
3119400,3,HHI 10-15k,0
3119400,4,HHI 15-20k,23
3119400,5,HHI 20-25k,183
3119400,6,HHI 25-30k,96
3119400,7,HHI 30-35k,38
3119400,8,HHI 35-40k,25
3119400,9,HHI 40-45k,135
3119400,10,HHI 45-50k,47
3119400,11,HHI 50-60k,111
3119400,12,HHI 60-75k,133
3119400,13,HHI 75-100k,121
3119400,14,HHI 100-125k,100
3119400,15,HHI 125-150k,94
3119400,16,HHI 150-200k,12
3119400,17,HHI 200k+,35
3119600,2,HHI <10k,175
3119600,3,HHI 10-15k,148
3119600,4,HHI 15-20k,119
3119600,5,HHI 20-25k,115
3119600,6,HHI 25-30k,58
3119600,7,HHI 30-35k,178
3119600,8,HHI 35-40k,119
3119600,9,HHI 40-45k,144
3119600,10,HHI 45-50k,100
3119600,11,HHI 50-60k,78
3119600,12,HHI 60-75k,108
3119600,13,HHI 75-100k,194
3119600,14,HHI 100-125k,48
3119600,15,HHI 125-150k,123
3119600,16,HHI 150-200k,96
3119600,17,HHI 200k+,10
3119800,2,HHI <10k,236
3119800,3,HHI 10-15k,56
3119800,4,HHI 15-20k,52
3119800,5,HHI 20-25k,42
3119800,6,HHI 25-30k,20
3119800,7,HHI 30-35k,106
3119800,8,HHI 35-40k,148
3119800,9,HHI 40-45k,0
3119800,10,HHI 45-50k,57
3119800,11,HHI 50-60k,10
3119800,12,HHI 60-75k,40
3119800,13,HHI 75-100k,125
3119800,14,HHI 100-125k,58
3119800,15,HHI 125-150k,23
3119800,16,HHI 150-200k,93
3119800,17,HHI 200k+,39
3120000,2,HHI <10k,43
3120000,3,HHI 10-15k,24
3120000,4,HHI 15-20k,91
3120000,5,HHI 20-25k,58
3120000,6,HHI 25-30k,17
3120000,7,HHI 30-35k,69
3120000,8,HHI 35-40k,65
3120000,9,HHI 40-45k,21
3120000,10,HHI 45-50k,19
3120000,11,HHI 50-60k,64
3120000,12,HHI 60-75k,74
3120000,13,HHI 75-100k,112
3120000,14,HHI 100-125k,57
3120000,15,HHI 125-150k,28
3120000,16,HHI 150-200k,23
3120000,17,HHI 200k+,12
3120200,2,HHI <10k,55
3120200,3,HHI 10-15k,60
3120200,4,HHI 15-20k,52
3120200,5,HHI 20-25k,86
3120200,6,HHI 25-30k,7
3120200,7,HHI 30-35k,44
3120200,8,HHI 35-40k,53
3120200,9,HHI 40-45k,32
3120200,10,HHI 45-50k,4
3120200,11,HHI 50-60k,9
3120200,12,HHI 60-75k,9
3120200,13,HHI 75-100k,80
3120200,14,HHI 100-125k,16
3120200,15,HHI 125-150k,30
3120200,16,HHI 150-200k,33
3120200,17,HHI 200k+,15
3120800,2,HHI <10k,545
3120800,3,HHI 10-15k,148
3120800,4,HHI 15-20k,63
3120800,5,HHI 20-25k,345
3120800,6,HHI 25-30k,232
3120800,7,HHI 30-35k,267
3120800,8,HHI 35-40k,250
3120800,9,HHI 40-45k,156
3120800,10,HHI 45-50k,143
3120800,11,HHI 50-60k,241
3120800,12,HHI 60-75k,188
3120800,13,HHI 75-100k,460
3120800,14,HHI 100-125k,144
3120800,15,HHI 125-150k,95
3120800,16,HHI 150-200k,79
3120800,17,HHI 200k+,225
3121000,2,HHI <10k,577
3121000,3,HHI 10-15k,170
3121000,4,HHI 15-20k,117
3121000,5,HHI 20-25k,64
3121000,6,HHI 25-30k,44
3121000,7,HHI 30-35k,107
3121000,8,HHI 35-40k,113
3121000,9,HHI 40-45k,68
3121000,10,HHI 45-50k,25
3121000,11,HHI 50-60k,97
3121000,12,HHI 60-75k,69
3121000,13,HHI 75-100k,13
3121000,14,HHI 100-125k,32
3121000,15,HHI 125-150k,20
3121000,16,HHI 150-200k,42
3121000,17,HHI 200k+,0
3121400,2,HHI <10k,613
3121400,3,HHI 10-15k,185
3121400,4,HHI 15-20k,107
3121400,5,HHI 20-25k,82
3121400,6,HHI 25-30k,114
3121400,7,HHI 30-35k,89
3121400,8,HHI 35-40k,90
3121400,9,HHI 40-45k,73
3121400,10,HHI 45-50k,99
3121400,11,HHI 50-60k,47
3121400,12,HHI 60-75k,68
3121400,13,HHI 75-100k,84
3121400,14,HHI 100-125k,12
3121400,15,HHI 125-150k,22
3121400,16,HHI 150-200k,0
3121400,17,HHI 200k+,25
3122000,2,HHI <10k,282
3122000,3,HHI 10-15k,212
3122000,4,HHI 15-20k,146
3122000,5,HHI 20-25k,99
3122000,6,HHI 25-30k,149
3122000,7,HHI 30-35k,59
3122000,8,HHI 35-40k,177
3122000,9,HHI 40-45k,118
3122000,10,HHI 45-50k,130
3122000,11,HHI 50-60k,151
3122000,12,HHI 60-75k,42
3122000,13,HHI 75-100k,275
3122000,14,HHI 100-125k,225
3122000,15,HHI 125-150k,14
3122000,16,HHI 150-200k,102
3122000,17,HHI 200k+,49
3123700,2,HHI <10k,42
3123700,3,HHI 10-15k,105
3123700,4,HHI 15-20k,127
3123700,5,HHI 20-25k,56
3123700,6,HHI 25-30k,91
3123700,7,HHI 30-35k,50
3123700,8,HHI 35-40k,86
3123700,9,HHI 40-45k,45
3123700,10,HHI 45-50k,100
3123700,11,HHI 50-60k,76
3123700,12,HHI 60-75k,14
3123700,13,HHI 75-100k,147
3123700,14,HHI 100-125k,145
3123700,15,HHI 125-150k,71
3123700,16,HHI 150-200k,59
3123700,17,HHI 200k+,35
3150200,2,HHI <10k,14
3150200,3,HHI 10-15k,15
3150200,4,HHI 15-20k,36
3150200,5,HHI 20-25k,3
3150200,6,HHI 25-30k,27
3150200,7,HHI 30-35k,57
3150200,8,HHI 35-40k,5
3150200,9,HHI 40-45k,40
3150200,10,HHI 45-50k,0
3150200,11,HHI 50-60k,9
3150200,12,HHI 60-75k,38
3150200,13,HHI 75-100k,175
3150200,14,HHI 100-125k,97
3150200,15,HHI 125-150k,128
3150200,16,HHI 150-200k,179
3150200,17,HHI 200k+,175
3152200,2,HHI <10k,52
3152200,3,HHI 10-15k,43
3152200,4,HHI 15-20k,0
3152200,5,HHI 20-25k,30
3152200,6,HHI 25-30k,40
3152200,7,HHI 30-35k,0
3152200,8,HHI 35-40k,0
3152200,9,HHI 40-45k,31
3152200,10,HHI 45-50k,20
3152200,11,HHI 50-60k,10
3152200,12,HHI 60-75k,74
3152200,13,HHI 75-100k,130
3152200,14,HHI 100-125k,91
3152200,15,HHI 125-150k,96
3152200,16,HHI 150-200k,213
3152200,17,HHI 200k+,277
3990100,2,HHI <10k,0
3990100,3,HHI 10-15k,0
3990100,4,HHI 15-20k,0
3990100,5,HHI 20-25k,0
3990100,6,HHI 25-30k,0
3990100,7,HHI 30-35k,0
3990100,8,HHI 35-40k,0
3990100,9,HHI 40-45k,0
3990100,10,HHI 45-50k,0
3990100,11,HHI 50-60k,0
3990100,12,HHI 60-75k,0
3990100,13,HHI 75-100k,0
3990100,14,HHI 100-125k,0
3990100,15,HHI 125-150k,0
3990100,16,HHI 150-200k,0
3990100,17,HHI 200k+,0
1000100,2,HHI <10k,0
1000100,3,HHI 10-15k,0
1000100,4,HHI 15-20k,0
1000100,5,HHI 20-25k,0
1000100,6,HHI 25-30k,0
1000100,7,HHI 30-35k,0
1000100,8,HHI 35-40k,0
1000100,9,HHI 40-45k,0
1000100,10,HHI 45-50k,0
1000100,11,HHI 50-60k,0
1000100,12,HHI 60-75k,0
1000100,13,HHI 75-100k,0
1000100,14,HHI 100-125k,0
1000100,15,HHI 125-150k,0
1000100,16,HHI 150-200k,0
1000100,17,HHI 200k+,0
1000201,2,HHI <10k,239
1000201,3,HHI 10-15k,161
1000201,4,HHI 15-20k,58
1000201,5,HHI 20-25k,37
1000201,6,HHI 25-30k,57
1000201,7,HHI 30-35k,47
1000201,8,HHI 35-40k,73
1000201,9,HHI 40-45k,78
1000201,10,HHI 45-50k,109
1000201,11,HHI 50-60k,42
1000201,12,HHI 60-75k,31
1000201,13,HHI 75-100k,102
1000201,14,HHI 100-125k,25
1000201,15,HHI 125-150k,12
1000201,16,HHI 150-200k,7
1000201,17,HHI 200k+,14
1000202,2,HHI <10k,761
1000202,3,HHI 10-15k,403
1000202,4,HHI 15-20k,154
1000202,5,HHI 20-25k,151
1000202,6,HHI 25-30k,170
1000202,7,HHI 30-35k,32
1000202,8,HHI 35-40k,189
1000202,9,HHI 40-45k,71
1000202,10,HHI 45-50k,99
1000202,11,HHI 50-60k,205
1000202,12,HHI 60-75k,268
1000202,13,HHI 75-100k,175
1000202,14,HHI 100-125k,195
1000202,15,HHI 125-150k,88
1000202,16,HHI 150-200k,103
1000202,17,HHI 200k+,325
1000500,2,HHI <10k,0
1000500,3,HHI 10-15k,0
1000500,4,HHI 15-20k,0
1000500,5,HHI 20-25k,0
1000500,6,HHI 25-30k,0
1000500,7,HHI 30-35k,0
1000500,8,HHI 35-40k,0
1000500,9,HHI 40-45k,0
1000500,10,HHI 45-50k,0
1000500,11,HHI 50-60k,0
1000500,12,HHI 60-75k,0
1000500,13,HHI 75-100k,0
1000500,14,HHI 100-125k,0
1000500,15,HHI 125-150k,0
1000500,16,HHI 150-200k,0
1000500,17,HHI 200k+,0
1000600,2,HHI <10k,817
1000600,3,HHI 10-15k,1013
1000600,4,HHI 15-20k,513
1000600,5,HHI 20-25k,313
1000600,6,HHI 25-30k,24
1000600,7,HHI 30-35k,161
1000600,8,HHI 35-40k,130
1000600,9,HHI 40-45k,68
1000600,10,HHI 45-50k,195
1000600,11,HHI 50-60k,139
1000600,12,HHI 60-75k,251
1000600,13,HHI 75-100k,110
1000600,14,HHI 100-125k,145
1000600,15,HHI 125-150k,50
1000600,16,HHI 150-200k,42
1000600,17,HHI 200k+,78
1000700,2,HHI <10k,185
1000700,3,HHI 10-15k,14
1000700,4,HHI 15-20k,108
1000700,5,HHI 20-25k,0
1000700,6,HHI 25-30k,30
1000700,7,HHI 30-35k,0
1000700,8,HHI 35-40k,0
1000700,9,HHI 40-45k,51
1000700,10,HHI 45-50k,14
1000700,11,HHI 50-60k,26
1000700,12,HHI 60-75k,227
1000700,13,HHI 75-100k,257
1000700,14,HHI 100-125k,502
1000700,15,HHI 125-150k,315
1000700,16,HHI 150-200k,739
1000700,17,HHI 200k+,1923
1000800,2,HHI <10k,376
1000800,3,HHI 10-15k,533
1000800,4,HHI 15-20k,290
1000800,5,HHI 20-25k,214
1000800,6,HHI 25-30k,289
1000800,7,HHI 30-35k,197
1000800,8,HHI 35-40k,278
1000800,9,HHI 40-45k,73
1000800,10,HHI 45-50k,136
1000800,11,HHI 50-60k,216
1000800,12,HHI 60-75k,253
1000800,13,HHI 75-100k,348
1000800,14,HHI 100-125k,282
1000800,15,HHI 125-150k,36
1000800,16,HHI 150-200k,98
1000800,17,HHI 200k+,87
1000900,2,HHI <10k,30
1000900,3,HHI 10-15k,0
1000900,4,HHI 15-20k,0
1000900,5,HHI 20-25k,5
1000900,6,HHI 25-30k,11
1000900,7,HHI 30-35k,6
1000900,8,HHI 35-40k,20
1000900,9,HHI 40-45k,6
1000900,10,HHI 45-50k,8
1000900,11,HHI 50-60k,30
1000900,12,HHI 60-75k,25
1000900,13,HHI 75-100k,14
1000900,14,HHI 100-125k,54
1000900,15,HHI 125-150k,54
1000900,16,HHI 150-200k,134
1000900,17,HHI 200k+,412
1001001,2,HHI <10k,37
1001001,3,HHI 10-15k,45
1001001,4,HHI 15-20k,22
1001001,5,HHI 20-25k,60
1001001,6,HHI 25-30k,24
1001001,7,HHI 30-35k,17
1001001,8,HHI 35-40k,4
1001001,9,HHI 40-45k,11
1001001,10,HHI 45-50k,54
1001001,11,HHI 50-60k,21
1001001,12,HHI 60-75k,75
1001001,13,HHI 75-100k,124
1001001,14,HHI 100-125k,65
1001001,15,HHI 125-150k,64
1001001,16,HHI 150-200k,99
1001001,17,HHI 200k+,120
1001002,2,HHI <10k,485
1001002,3,HHI 10-15k,392
1001002,4,HHI 15-20k,314
1001002,5,HHI 20-25k,137
1001002,6,HHI 25-30k,168
1001002,7,HHI 30-35k,138
1001002,8,HHI 35-40k,142
1001002,9,HHI 40-45k,385
1001002,10,HHI 45-50k,141
1001002,11,HHI 50-60k,0
1001002,12,HHI 60-75k,62
1001002,13,HHI 75-100k,83
1001002,14,HHI 100-125k,32
1001002,15,HHI 125-150k,0
1001002,16,HHI 150-200k,0
1001002,17,HHI 200k+,0
1001200,2,HHI <10k,278
1001200,3,HHI 10-15k,142
1001200,4,HHI 15-20k,99
1001200,5,HHI 20-25k,61
1001200,6,HHI 25-30k,54
1001200,7,HHI 30-35k,86
1001200,8,HHI 35-40k,77
1001200,9,HHI 40-45k,66
1001200,10,HHI 45-50k,57
1001200,11,HHI 50-60k,112
1001200,12,HHI 60-75k,63
1001200,13,HHI 75-100k,254
1001200,14,HHI 100-125k,140
1001200,15,HHI 125-150k,94
1001200,16,HHI 150-200k,130
1001200,17,HHI 200k+,195
1001300,2,HHI <10k,39
1001300,3,HHI 10-15k,27
1001300,4,HHI 15-20k,10
1001300,5,HHI 20-25k,34
1001300,6,HHI 25-30k,50
1001300,7,HHI 30-35k,18
1001300,8,HHI 35-40k,66
1001300,9,HHI 40-45k,56
1001300,10,HHI 45-50k,0
1001300,11,HHI 50-60k,51
1001300,12,HHI 60-75k,115
1001300,13,HHI 75-100k,203
1001300,14,HHI 100-125k,279
1001300,15,HHI 125-150k,174
1001300,16,HHI 150-200k,440
1001300,17,HHI 200k+,1016
1001401,2,HHI <10k,109
1001401,3,HHI 10-15k,43
1001401,4,HHI 15-20k,71
1001401,5,HHI 20-25k,20
1001401,6,HHI 25-30k,20
1001401,7,HHI 30-35k,25
1001401,8,HHI 35-40k,53
1001401,9,HHI 40-45k,42
1001401,10,HHI 45-50k,30
1001401,11,HHI 50-60k,85
1001401,12,HHI 60-75k,113
1001401,13,HHI 75-100k,174
1001401,14,HHI 100-125k,89
1001401,15,HHI 125-150k,156
1001401,16,HHI 150-200k,164
1001401,17,HHI 200k+,376
1001402,2,HHI <10k,294
1001402,3,HHI 10-15k,171
1001402,4,HHI 15-20k,104
1001402,5,HHI 20-25k,145
1001402,6,HHI 25-30k,43
1001402,7,HHI 30-35k,73
1001402,8,HHI 35-40k,7
1001402,9,HHI 40-45k,43
1001402,10,HHI 45-50k,28
1001402,11,HHI 50-60k,47
1001402,12,HHI 60-75k,32
1001402,13,HHI 75-100k,113
1001402,14,HHI 100-125k,129
1001402,15,HHI 125-150k,77
1001402,16,HHI 150-200k,99
1001402,17,HHI 200k+,104
1001501,2,HHI <10k,259
1001501,3,HHI 10-15k,169
1001501,4,HHI 15-20k,310
1001501,5,HHI 20-25k,124
1001501,6,HHI 25-30k,105
1001501,7,HHI 30-35k,97
1001501,8,HHI 35-40k,173
1001501,9,HHI 40-45k,84
1001501,10,HHI 45-50k,29
1001501,11,HHI 50-60k,166
1001501,12,HHI 60-75k,112
1001501,13,HHI 75-100k,200
1001501,14,HHI 100-125k,236
1001501,15,HHI 125-150k,361
1001501,16,HHI 150-200k,412
1001501,17,HHI 200k+,887
1001502,2,HHI <10k,140
1001502,3,HHI 10-15k,9
1001502,4,HHI 15-20k,0
1001502,5,HHI 20-25k,28
1001502,6,HHI 25-30k,9
1001502,7,HHI 30-35k,37
1001502,8,HHI 35-40k,0
1001502,9,HHI 40-45k,36
1001502,10,HHI 45-50k,22
1001502,11,HHI 50-60k,35
1001502,12,HHI 60-75k,208
1001502,13,HHI 75-100k,324
1001502,14,HHI 100-125k,402
1001502,15,HHI 125-150k,410
1001502,16,HHI 150-200k,462
1001502,17,HHI 200k+,1404
1001600,2,HHI <10k,246
1001600,3,HHI 10-15k,307
1001600,4,HHI 15-20k,140
1001600,5,HHI 20-25k,311
1001600,6,HHI 25-30k,262
1001600,7,HHI 30-35k,91
1001600,8,HHI 35-40k,0
1001600,9,HHI 40-45k,71
1001600,10,HHI 45-50k,126
1001600,11,HHI 50-60k,147
1001600,12,HHI 60-75k,216
1001600,13,HHI 75-100k,373
1001600,14,HHI 100-125k,102
1001600,15,HHI 125-150k,73
1001600,16,HHI 150-200k,182
1001600,17,HHI 200k+,310
1001800,2,HHI <10k,350
1001800,3,HHI 10-15k,209
1001800,4,HHI 15-20k,142
1001800,5,HHI 20-25k,92
1001800,6,HHI 25-30k,76
1001800,7,HHI 30-35k,295
1001800,8,HHI 35-40k,155
1001800,9,HHI 40-45k,90
1001800,10,HHI 45-50k,51
1001800,11,HHI 50-60k,141
1001800,12,HHI 60-75k,111
1001800,13,HHI 75-100k,323
1001800,14,HHI 100-125k,408
1001800,15,HHI 125-150k,139
1001800,16,HHI 150-200k,154
1001800,17,HHI 200k+,204
1002000,2,HHI <10k,588
1002000,3,HHI 10-15k,277
1002000,4,HHI 15-20k,276
1002000,5,HHI 20-25k,110
1002000,6,HHI 25-30k,108
1002000,7,HHI 30-35k,122
1002000,8,HHI 35-40k,152
1002000,9,HHI 40-45k,44
1002000,10,HHI 45-50k,47
1002000,11,HHI 50-60k,58
1002000,12,HHI 60-75k,79
1002000,13,HHI 75-100k,41
1002000,14,HHI 100-125k,18
1002000,15,HHI 125-150k,25
1002000,16,HHI 150-200k,0
1002000,17,HHI 200k+,19
1002100,2,HHI <10k,22
1002100,3,HHI 10-15k,75
1002100,4,HHI 15-20k,32
1002100,5,HHI 20-25k,15
1002100,6,HHI 25-30k,12
1002100,7,HHI 30-35k,0
1002100,8,HHI 35-40k,15
1002100,9,HHI 40-45k,24
1002100,10,HHI 45-50k,15
1002100,11,HHI 50-60k,36
1002100,12,HHI 60-75k,42
1002100,13,HHI 75-100k,111
1002100,14,HHI 100-125k,141
1002100,15,HHI 125-150k,84
1002100,16,HHI 150-200k,347
1002100,17,HHI 200k+,1658
1002201,2,HHI <10k,513
1002201,3,HHI 10-15k,323
1002201,4,HHI 15-20k,291
1002201,5,HHI 20-25k,268
1002201,6,HHI 25-30k,120
1002201,7,HHI 30-35k,122
1002201,8,HHI 35-40k,71
1002201,9,HHI 40-45k,59
1002201,10,HHI 45-50k,38
1002201,11,HHI 50-60k,144
1002201,12,HHI 60-75k,211
1002201,13,HHI 75-100k,417
1002201,14,HHI 100-125k,191
1002201,15,HHI 125-150k,86
1002201,16,HHI 150-200k,81
1002201,17,HHI 200k+,122
1002202,2,HHI <10k,126
1002202,3,HHI 10-15k,75
1002202,4,HHI 15-20k,37
1002202,5,HHI 20-25k,27
1002202,6,HHI 25-30k,20
1002202,7,HHI 30-35k,0
1002202,8,HHI 35-40k,7
1002202,9,HHI 40-45k,41
1002202,10,HHI 45-50k,48
1002202,11,HHI 50-60k,75
1002202,12,HHI 60-75k,81
1002202,13,HHI 75-100k,70
1002202,14,HHI 100-125k,145
1002202,15,HHI 125-150k,45
1002202,16,HHI 150-200k,184
1002202,17,HHI 200k+,146
1002400,2,HHI <10k,546
1002400,3,HHI 10-15k,429
1002400,4,HHI 15-20k,125
1002400,5,HHI 20-25k,140
1002400,6,HHI 25-30k,75
1002400,7,HHI 30-35k,21
1002400,8,HHI 35-40k,172
1002400,9,HHI 40-45k,42
1002400,10,HHI 45-50k,125
1002400,11,HHI 50-60k,97
1002400,12,HHI 60-75k,34
1002400,13,HHI 75-100k,35
1002400,14,HHI 100-125k,0
1002400,15,HHI 125-150k,0
1002400,16,HHI 150-200k,0
1002400,17,HHI 200k+,9
1002500,2,HHI <10k,432
1002500,3,HHI 10-15k,383
1002500,4,HHI 15-20k,201
1002500,5,HHI 20-25k,197
1002500,6,HHI 25-30k,126
1002500,7,HHI 30-35k,95
1002500,8,HHI 35-40k,205
1002500,9,HHI 40-45k,88
1002500,10,HHI 45-50k,41
1002500,11,HHI 50-60k,95
1002500,12,HHI 60-75k,93
1002500,13,HHI 75-100k,73
1002500,14,HHI 100-125k,47
1002500,15,HHI 125-150k,31
1002500,16,HHI 150-200k,0
1002500,17,HHI 200k+,25
1002601,2,HHI <10k,231
1002601,3,HHI 10-15k,175
1002601,4,HHI 15-20k,102
1002601,5,HHI 20-25k,42
1002601,6,HHI 25-30k,50
1002601,7,HHI 30-35k,64
1002601,8,HHI 35-40k,38
1002601,9,HHI 40-45k,65
1002601,10,HHI 45-50k,85
1002601,11,HHI 50-60k,71
1002601,12,HHI 60-75k,86
1002601,13,HHI 75-100k,187
1002601,14,HHI 100-125k,95
1002601,15,HHI 125-150k,82
1002601,16,HHI 150-200k,109
1002601,17,HHI 200k+,73
1002602,2,HHI <10k,229
1002602,3,HHI 10-15k,170
1002602,4,HHI 15-20k,0
1002602,5,HHI 20-25k,156
1002602,6,HHI 25-30k,44
1002602,7,HHI 30-35k,23
1002602,8,HHI 35-40k,0
1002602,9,HHI 40-45k,68
1002602,10,HHI 45-50k,97
1002602,11,HHI 50-60k,113
1002602,12,HHI 60-75k,87
1002602,13,HHI 75-100k,310
1002602,14,HHI 100-125k,165
1002602,15,HHI 125-150k,209
1002602,16,HHI 150-200k,82
1002602,17,HHI 200k+,295
1002700,2,HHI <10k,110
1002700,3,HHI 10-15k,55
1002700,4,HHI 15-20k,59
1002700,5,HHI 20-25k,5
1002700,6,HHI 25-30k,5
1002700,7,HHI 30-35k,29
1002700,8,HHI 35-40k,16
1002700,9,HHI 40-45k,12
1002700,10,HHI 45-50k,0
1002700,11,HHI 50-60k,10
1002700,12,HHI 60-75k,27
1002700,13,HHI 75-100k,36
1002700,14,HHI 100-125k,33
1002700,15,HHI 125-150k,42
1002700,16,HHI 150-200k,41
1002700,17,HHI 200k+,132
1002800,2,HHI <10k,471
1002800,3,HHI 10-15k,319
1002800,4,HHI 15-20k,200
1002800,5,HHI 20-25k,232
1002800,6,HHI 25-30k,26
1002800,7,HHI 30-35k,179
1002800,8,HHI 35-40k,184
1002800,9,HHI 40-45k,110
1002800,10,HHI 45-50k,173
1002800,11,HHI 50-60k,188
1002800,12,HHI 60-75k,223
1002800,13,HHI 75-100k,194
1002800,14,HHI 100-125k,168
1002800,15,HHI 125-150k,149
1002800,16,HHI 150-200k,177
1002800,17,HHI 200k+,392
1002900,2,HHI <10k,264
1002900,3,HHI 10-15k,323
1002900,4,HHI 15-20k,208
1002900,5,HHI 20-25k,201
1002900,6,HHI 25-30k,182
1002900,7,HHI 30-35k,131
1002900,8,HHI 35-40k,20
1002900,9,HHI 40-45k,79
1002900,10,HHI 45-50k,14
1002900,11,HHI 50-60k,39
1002900,12,HHI 60-75k,175
1002900,13,HHI 75-100k,196
1002900,14,HHI 100-125k,121
1002900,15,HHI 125-150k,70
1002900,16,HHI 150-200k,63
1002900,17,HHI 200k+,116
1003001,2,HHI <10k,199
1003001,3,HHI 10-15k,33
1003001,4,HHI 15-20k,91
1003001,5,HHI 20-25k,53
1003001,6,HHI 25-30k,59
1003001,7,HHI 30-35k,87
1003001,8,HHI 35-40k,13
1003001,9,HHI 40-45k,100
1003001,10,HHI 45-50k,95
1003001,11,HHI 50-60k,164
1003001,12,HHI 60-75k,283
1003001,13,HHI 75-100k,156
1003001,14,HHI 100-125k,257
1003001,15,HHI 125-150k,157
1003001,16,HHI 150-200k,176
1003001,17,HHI 200k+,314
1003002,2,HHI <10k,252
1003002,3,HHI 10-15k,169
1003002,4,HHI 15-20k,60
1003002,5,HHI 20-25k,104
1003002,6,HHI 25-30k,0
1003002,7,HHI 30-35k,83
1003002,8,HHI 35-40k,28
1003002,9,HHI 40-45k,10
1003002,10,HHI 45-50k,33
1003002,11,HHI 50-60k,60
1003002,12,HHI 60-75k,95
1003002,13,HHI 75-100k,263
1003002,14,HHI 100-125k,148
1003002,15,HHI 125-150k,63
1003002,16,HHI 150-200k,109
1003002,17,HHI 200k+,181
1003100,2,HHI <10k,23
1003100,3,HHI 10-15k,30
1003100,4,HHI 15-20k,21
1003100,5,HHI 20-25k,6
1003100,6,HHI 25-30k,34
1003100,7,HHI 30-35k,22
1003100,8,HHI 35-40k,15
1003100,9,HHI 40-45k,5
1003100,10,HHI 45-50k,6
1003100,11,HHI 50-60k,16
1003100,12,HHI 60-75k,28
1003100,13,HHI 75-100k,57
1003100,14,HHI 100-125k,21
1003100,15,HHI 125-150k,46
1003100,16,HHI 150-200k,99
1003100,17,HHI 200k+,301
1003200,2,HHI <10k,390
1003200,3,HHI 10-15k,199
1003200,4,HHI 15-20k,292
1003200,5,HHI 20-25k,65
1003200,6,HHI 25-30k,153
1003200,7,HHI 30-35k,352
1003200,8,HHI 35-40k,211
1003200,9,HHI 40-45k,32
1003200,10,HHI 45-50k,49
1003200,11,HHI 50-60k,240
1003200,12,HHI 60-75k,417
1003200,13,HHI 75-100k,436
1003200,14,HHI 100-125k,579
1003200,15,HHI 125-150k,335
1003200,16,HHI 150-200k,311
1003200,17,HHI 200k+,611
1003300,2,HHI <10k,105
1003300,3,HHI 10-15k,0
1003300,4,HHI 15-20k,12
1003300,5,HHI 20-25k,0
1003300,6,HHI 25-30k,29
1003300,7,HHI 30-35k,104
1003300,8,HHI 35-40k,17
1003300,9,HHI 40-45k,27
1003300,10,HHI 45-50k,46
1003300,11,HHI 50-60k,114
1003300,12,HHI 60-75k,35
1003300,13,HHI 75-100k,189
1003300,14,HHI 100-125k,101
1003300,15,HHI 125-150k,138
1003300,16,HHI 150-200k,280
1003300,17,HHI 200k+,1231
1003400,2,HHI <10k,580
1003400,3,HHI 10-15k,403
1003400,4,HHI 15-20k,48
1003400,5,HHI 20-25k,118
1003400,6,HHI 25-30k,88
1003400,7,HHI 30-35k,24
1003400,8,HHI 35-40k,43
1003400,9,HHI 40-45k,25
1003400,10,HHI 45-50k,0
1003400,11,HHI 50-60k,108
1003400,12,HHI 60-75k,168
1003400,13,HHI 75-100k,610
1003400,14,HHI 100-125k,394
1003400,15,HHI 125-150k,262
1003400,16,HHI 150-200k,400
1003400,17,HHI 200k+,429
1003601,2,HHI <10k,172
1003601,3,HHI 10-15k,155
1003601,4,HHI 15-20k,129
1003601,5,HHI 20-25k,129
1003601,6,HHI 25-30k,31
1003601,7,HHI 30-35k,14
1003601,8,HHI 35-40k,18
1003601,9,HHI 40-45k,60
1003601,10,HHI 45-50k,40
1003601,11,HHI 50-60k,65
1003601,12,HHI 60-75k,140
1003601,13,HHI 75-100k,112
1003601,14,HHI 100-125k,119
1003601,15,HHI 125-150k,28
1003601,16,HHI 150-200k,102
1003601,17,HHI 200k+,126
1003602,2,HHI <10k,160
1003602,3,HHI 10-15k,57
1003602,4,HHI 15-20k,6
1003602,5,HHI 20-25k,67
1003602,6,HHI 25-30k,40
1003602,7,HHI 30-35k,32
1003602,8,HHI 35-40k,95
1003602,9,HHI 40-45k,36
1003602,10,HHI 45-50k,8
1003602,11,HHI 50-60k,32
1003602,12,HHI 60-75k,61
1003602,13,HHI 75-100k,282
1003602,14,HHI 100-125k,90
1003602,15,HHI 125-150k,100
1003602,16,HHI 150-200k,167
1003602,17,HHI 200k+,188
1003700,2,HHI <10k,18
1003700,3,HHI 10-15k,64
1003700,4,HHI 15-20k,33
1003700,5,HHI 20-25k,41
1003700,6,HHI 25-30k,7
1003700,7,HHI 30-35k,8
1003700,8,HHI 35-40k,18
1003700,9,HHI 40-45k,47
