boroct2010,variable_num,label,estimate
3024700,15,HHI 125-150k,20
3024700,16,HHI 150-200k,65
3024700,17,HHI 200k+,20
3024800,2,HHI <10k,36
3024800,3,HHI 10-15k,40
3024800,4,HHI 15-20k,31
3024800,5,HHI 20-25k,57
3024800,6,HHI 25-30k,37
3024800,7,HHI 30-35k,66
3024800,8,HHI 35-40k,59
3024800,9,HHI 40-45k,49
3024800,10,HHI 45-50k,26
3024800,11,HHI 50-60k,31
3024800,12,HHI 60-75k,75
3024800,13,HHI 75-100k,90
3024800,14,HHI 100-125k,53
3024800,15,HHI 125-150k,79
3024800,16,HHI 150-200k,35
3024800,17,HHI 200k+,37
3024900,2,HHI <10k,203
3024900,3,HHI 10-15k,10
3024900,4,HHI 15-20k,103
3024900,5,HHI 20-25k,41
3024900,6,HHI 25-30k,53
3024900,7,HHI 30-35k,70
3024900,8,HHI 35-40k,63
3024900,9,HHI 40-45k,74
3024900,10,HHI 45-50k,32
3024900,11,HHI 50-60k,131
3024900,12,HHI 60-75k,193
3024900,13,HHI 75-100k,275
3024900,14,HHI 100-125k,81
3024900,15,HHI 125-150k,97
3024900,16,HHI 150-200k,174
3024900,17,HHI 200k+,235
3025000,2,HHI <10k,64
3025000,3,HHI 10-15k,15
3025000,4,HHI 15-20k,24
3025000,5,HHI 20-25k,38
3025000,6,HHI 25-30k,28
3025000,7,HHI 30-35k,10
3025000,8,HHI 35-40k,0
3025000,9,HHI 40-45k,40
3025000,10,HHI 45-50k,17
3025000,11,HHI 50-60k,103
3025000,12,HHI 60-75k,28
3025000,13,HHI 75-100k,81
3025000,14,HHI 100-125k,0
3025000,15,HHI 125-150k,68
3025000,16,HHI 150-200k,32
3025000,17,HHI 200k+,20
3025100,2,HHI <10k,237
3025100,3,HHI 10-15k,106
3025100,4,HHI 15-20k,132
3025100,5,HHI 20-25k,68
3025100,6,HHI 25-30k,61
3025100,7,HHI 30-35k,113
3025100,8,HHI 35-40k,79
3025100,9,HHI 40-45k,9
3025100,10,HHI 45-50k,24
3025100,11,HHI 50-60k,57
3025100,12,HHI 60-75k,84
3025100,13,HHI 75-100k,211
3025100,14,HHI 100-125k,86
3025100,15,HHI 125-150k,60
3025100,16,HHI 150-200k,54
3025100,17,HHI 200k+,187
3025200,2,HHI <10k,129
3025200,3,HHI 10-15k,118
3025200,4,HHI 15-20k,115
3025200,5,HHI 20-25k,96
3025200,6,HHI 25-30k,21
3025200,7,HHI 30-35k,20
3025200,8,HHI 35-40k,138
3025200,9,HHI 40-45k,96
3025200,10,HHI 45-50k,66
3025200,11,HHI 50-60k,129
3025200,12,HHI 60-75k,210
3025200,13,HHI 75-100k,373
3025200,14,HHI 100-125k,218
3025200,15,HHI 125-150k,45
3025200,16,HHI 150-200k,85
3025200,17,HHI 200k+,6
3025300,2,HHI <10k,112
3025300,3,HHI 10-15k,102
3025300,4,HHI 15-20k,68
3025300,5,HHI 20-25k,39
3025300,6,HHI 25-30k,102
3025300,7,HHI 30-35k,18
3025300,8,HHI 35-40k,77
3025300,9,HHI 40-45k,26
3025300,10,HHI 45-50k,21
3025300,11,HHI 50-60k,103
3025300,12,HHI 60-75k,80
3025300,13,HHI 75-100k,146
3025300,14,HHI 100-125k,60
3025300,15,HHI 125-150k,83
3025300,16,HHI 150-200k,145
3025300,17,HHI 200k+,99
3025400,2,HHI <10k,114
3025400,3,HHI 10-15k,131
3025400,4,HHI 15-20k,76
3025400,5,HHI 20-25k,101
3025400,6,HHI 25-30k,26
3025400,7,HHI 30-35k,55
3025400,8,HHI 35-40k,24
3025400,9,HHI 40-45k,26
3025400,10,HHI 45-50k,62
3025400,11,HHI 50-60k,62
3025400,12,HHI 60-75k,43
3025400,13,HHI 75-100k,138
3025400,14,HHI 100-125k,68
3025400,15,HHI 125-150k,49
3025400,16,HHI 150-200k,15
3025400,17,HHI 200k+,115
3025500,2,HHI <10k,320
3025500,3,HHI 10-15k,292
3025500,4,HHI 15-20k,264
3025500,5,HHI 20-25k,199
3025500,6,HHI 25-30k,50
3025500,7,HHI 30-35k,111
3025500,8,HHI 35-40k,139
3025500,9,HHI 40-45k,171
3025500,10,HHI 45-50k,87
3025500,11,HHI 50-60k,100
3025500,12,HHI 60-75k,105
3025500,13,HHI 75-100k,27
3025500,14,HHI 100-125k,21
3025500,15,HHI 125-150k,9
3025500,16,HHI 150-200k,39
3025500,17,HHI 200k+,0
3025600,2,HHI <10k,83
3025600,3,HHI 10-15k,67
3025600,4,HHI 15-20k,75
3025600,5,HHI 20-25k,65
3025600,6,HHI 25-30k,9
3025600,7,HHI 30-35k,107
3025600,8,HHI 35-40k,26
3025600,9,HHI 40-45k,29
3025600,10,HHI 45-50k,0
3025600,11,HHI 50-60k,55
3025600,12,HHI 60-75k,116
3025600,13,HHI 75-100k,134
3025600,14,HHI 100-125k,80
3025600,15,HHI 125-150k,56
3025600,16,HHI 150-200k,37
3025600,17,HHI 200k+,9
3025700,2,HHI <10k,11
3025700,3,HHI 10-15k,44
3025700,4,HHI 15-20k,38
3025700,5,HHI 20-25k,23
3025700,6,HHI 25-30k,17
3025700,7,HHI 30-35k,7
3025700,8,HHI 35-40k,45
3025700,9,HHI 40-45k,12
3025700,10,HHI 45-50k,16
3025700,11,HHI 50-60k,86
3025700,12,HHI 60-75k,93
3025700,13,HHI 75-100k,108
3025700,14,HHI 100-125k,57
3025700,15,HHI 125-150k,35
3025700,16,HHI 150-200k,59
3025700,17,HHI 200k+,59
3025800,2,HHI <10k,128
3025800,3,HHI 10-15k,65
3025800,4,HHI 15-20k,99
3025800,5,HHI 20-25k,154
3025800,6,HHI 25-30k,100
3025800,7,HHI 30-35k,64
3025800,8,HHI 35-40k,49
3025800,9,HHI 40-45k,55
3025800,10,HHI 45-50k,51
3025800,11,HHI 50-60k,126
3025800,12,HHI 60-75k,197
3025800,13,HHI 75-100k,158
3025800,14,HHI 100-125k,46
3025800,15,HHI 125-150k,92
3025800,16,HHI 150-200k,109
3025800,17,HHI 200k+,50
3025901,2,HHI <10k,110
3025901,3,HHI 10-15k,28
3025901,4,HHI 15-20k,14
3025901,5,HHI 20-25k,49
3025901,6,HHI 25-30k,12
3025901,7,HHI 30-35k,7
3025901,8,HHI 35-40k,25
3025901,9,HHI 40-45k,30
3025901,10,HHI 45-50k,30
3025901,11,HHI 50-60k,54
3025901,12,HHI 60-75k,54
3025901,13,HHI 75-100k,46
3025901,14,HHI 100-125k,40
3025901,15,HHI 125-150k,60
3025901,16,HHI 150-200k,68
3025901,17,HHI 200k+,87
3025902,2,HHI <10k,320
3025902,3,HHI 10-15k,200
3025902,4,HHI 15-20k,130
3025902,5,HHI 20-25k,118
3025902,6,HHI 25-30k,183
3025902,7,HHI 30-35k,61
3025902,8,HHI 35-40k,73
3025902,9,HHI 40-45k,28
3025902,10,HHI 45-50k,0
3025902,11,HHI 50-60k,63
3025902,12,HHI 60-75k,14
3025902,13,HHI 75-100k,0
3025902,14,HHI 100-125k,0
3025902,15,HHI 125-150k,0
3025902,16,HHI 150-200k,0
3025902,17,HHI 200k+,0
3026000,2,HHI <10k,12
3026000,3,HHI 10-15k,10
3026000,4,HHI 15-20k,122
3026000,5,HHI 20-25k,116
3026000,6,HHI 25-30k,69
3026000,7,HHI 30-35k,78
3026000,8,HHI 35-40k,48
3026000,9,HHI 40-45k,57
3026000,10,HHI 45-50k,39
3026000,11,HHI 50-60k,56
3026000,12,HHI 60-75k,48
3026000,13,HHI 75-100k,169
3026000,14,HHI 100-125k,41
3026000,15,HHI 125-150k,58
3026000,16,HHI 150-200k,87
3026000,17,HHI 200k+,82
3026100,2,HHI <10k,439
3026100,3,HHI 10-15k,79
3026100,4,HHI 15-20k,169
3026100,5,HHI 20-25k,30
3026100,6,HHI 25-30k,27
3026100,7,HHI 30-35k,128
3026100,8,HHI 35-40k,25
3026100,9,HHI 40-45k,123
3026100,10,HHI 45-50k,3
3026100,11,HHI 50-60k,169
3026100,12,HHI 60-75k,243
3026100,13,HHI 75-100k,167
3026100,14,HHI 100-125k,242
3026100,15,HHI 125-150k,127
3026100,16,HHI 150-200k,238
3026100,17,HHI 200k+,27
3026200,2,HHI <10k,32
3026200,3,HHI 10-15k,7
3026200,4,HHI 15-20k,46
3026200,5,HHI 20-25k,29
3026200,6,HHI 25-30k,32
3026200,7,HHI 30-35k,23
3026200,8,HHI 35-40k,68
3026200,9,HHI 40-45k,41
3026200,10,HHI 45-50k,31
3026200,11,HHI 50-60k,61
3026200,12,HHI 60-75k,81
3026200,13,HHI 75-100k,80
3026200,14,HHI 100-125k,42
3026200,15,HHI 125-150k,25
3026200,16,HHI 150-200k,100
3026200,17,HHI 200k+,90
3026300,2,HHI <10k,129
3026300,3,HHI 10-15k,96
3026300,4,HHI 15-20k,41
3026300,5,HHI 20-25k,96
3026300,6,HHI 25-30k,19
3026300,7,HHI 30-35k,39
3026300,8,HHI 35-40k,13
3026300,9,HHI 40-45k,25
3026300,10,HHI 45-50k,59
3026300,11,HHI 50-60k,24
3026300,12,HHI 60-75k,63
3026300,13,HHI 75-100k,50
3026300,14,HHI 100-125k,67
3026300,15,HHI 125-150k,71
3026300,16,HHI 150-200k,44
3026300,17,HHI 200k+,54
3026400,2,HHI <10k,77
3026400,3,HHI 10-15k,48
3026400,4,HHI 15-20k,111
3026400,5,HHI 20-25k,81
3026400,6,HHI 25-30k,100
3026400,7,HHI 30-35k,111
3026400,8,HHI 35-40k,88
3026400,9,HHI 40-45k,115
3026400,10,HHI 45-50k,51
3026400,11,HHI 50-60k,104
3026400,12,HHI 60-75k,77
3026400,13,HHI 75-100k,130
3026400,14,HHI 100-125k,195
3026400,15,HHI 125-150k,146
3026400,16,HHI 150-200k,48
3026400,17,HHI 200k+,60
3026500,2,HHI <10k,101
3026500,3,HHI 10-15k,96
3026500,4,HHI 15-20k,132
3026500,5,HHI 20-25k,33
3026500,6,HHI 25-30k,50
3026500,7,HHI 30-35k,48
3026500,8,HHI 35-40k,18
3026500,9,HHI 40-45k,65
3026500,10,HHI 45-50k,0
3026500,11,HHI 50-60k,160
3026500,12,HHI 60-75k,129
3026500,13,HHI 75-100k,81
3026500,14,HHI 100-125k,200
3026500,15,HHI 125-150k,108
3026500,16,HHI 150-200k,150
3026500,17,HHI 200k+,176
3026600,2,HHI <10k,68
3026600,3,HHI 10-15k,55
3026600,4,HHI 15-20k,47
3026600,5,HHI 20-25k,41
3026600,6,HHI 25-30k,52
3026600,7,HHI 30-35k,49
3026600,8,HHI 35-40k,130
3026600,9,HHI 40-45k,28
3026600,10,HHI 45-50k,30
3026600,11,HHI 50-60k,149
3026600,12,HHI 60-75k,24
3026600,13,HHI 75-100k,98
3026600,14,HHI 100-125k,142
3026600,15,HHI 125-150k,52
3026600,16,HHI 150-200k,71
3026600,17,HHI 200k+,40
3026700,2,HHI <10k,167
3026700,3,HHI 10-15k,112
3026700,4,HHI 15-20k,95
3026700,5,HHI 20-25k,68
3026700,6,HHI 25-30k,51
3026700,7,HHI 30-35k,63
3026700,8,HHI 35-40k,18
3026700,9,HHI 40-45k,119
3026700,10,HHI 45-50k,0
3026700,11,HHI 50-60k,157
3026700,12,HHI 60-75k,82
3026700,13,HHI 75-100k,259
3026700,14,HHI 100-125k,172
3026700,15,HHI 125-150k,84
3026700,16,HHI 150-200k,186
3026700,17,HHI 200k+,160
3026800,2,HHI <10k,80
3026800,3,HHI 10-15k,124
3026800,4,HHI 15-20k,70
3026800,5,HHI 20-25k,21
3026800,6,HHI 25-30k,125
3026800,7,HHI 30-35k,78
3026800,8,HHI 35-40k,110
3026800,9,HHI 40-45k,101
3026800,10,HHI 45-50k,66
3026800,11,HHI 50-60k,100
3026800,12,HHI 60-75k,71
3026800,13,HHI 75-100k,148
3026800,14,HHI 100-125k,85
3026800,15,HHI 125-150k,75
3026800,16,HHI 150-200k,40
3026800,17,HHI 200k+,85
3026900,2,HHI <10k,141
3026900,3,HHI 10-15k,113
3026900,4,HHI 15-20k,53
3026900,5,HHI 20-25k,28
3026900,6,HHI 25-30k,64
3026900,7,HHI 30-35k,12
3026900,8,HHI 35-40k,54
3026900,9,HHI 40-45k,44
3026900,10,HHI 45-50k,38
3026900,11,HHI 50-60k,20
3026900,12,HHI 60-75k,84
3026900,13,HHI 75-100k,150
3026900,14,HHI 100-125k,124
3026900,15,HHI 125-150k,53
3026900,16,HHI 150-200k,91
3026900,17,HHI 200k+,192
3027000,2,HHI <10k,67
3027000,3,HHI 10-15k,87
3027000,4,HHI 15-20k,66
3027000,5,HHI 20-25k,16
3027000,6,HHI 25-30k,67
3027000,7,HHI 30-35k,52
3027000,8,HHI 35-40k,18
3027000,9,HHI 40-45k,33
3027000,10,HHI 45-50k,7
3027000,11,HHI 50-60k,96
3027000,12,HHI 60-75k,70
3027000,13,HHI 75-100k,105
3027000,14,HHI 100-125k,53
3027000,15,HHI 125-150k,53
3027000,16,HHI 150-200k,32
3027000,17,HHI 200k+,35
3027100,2,HHI <10k,155
3027100,3,HHI 10-15k,34
3027100,4,HHI 15-20k,85
3027100,5,HHI 20-25k,64
3027100,6,HHI 25-30k,30
3027100,7,HHI 30-35k,43
3027100,8,HHI 35-40k,73
3027100,9,HHI 40-45k,11
3027100,10,HHI 45-50k,60
3027100,11,HHI 50-60k,47
3027100,12,HHI 60-75k,25
3027100,13,HHI 75-100k,110
3027100,14,HHI 100-125k,73
3027100,15,HHI 125-150k,149
3027100,16,HHI 150-200k,98
3027100,17,HHI 200k+,123
3027200,2,HHI <10k,29
3027200,3,HHI 10-15k,74
3027200,4,HHI 15-20k,69
3027200,5,HHI 20-25k,72
3027200,6,HHI 25-30k,20
3027200,7,HHI 30-35k,34
3027200,8,HHI 35-40k,139
3027200,9,HHI 40-45k,31
3027200,10,HHI 45-50k,38
3027200,11,HHI 50-60k,92
3027200,12,HHI 60-75k,69
3027200,13,HHI 75-100k,228
3027200,14,HHI 100-125k,70
3027200,15,HHI 125-150k,26
3027200,16,HHI 150-200k,63
3027200,17,HHI 200k+,103
3027300,2,HHI <10k,75
3027300,3,HHI 10-15k,146
3027300,4,HHI 15-20k,50
3027300,5,HHI 20-25k,79
3027300,6,HHI 25-30k,108
3027300,7,HHI 30-35k,56
3027300,8,HHI 35-40k,50
3027300,9,HHI 40-45k,29
3027300,10,HHI 45-50k,63
3027300,11,HHI 50-60k,100
3027300,12,HHI 60-75k,114
3027300,13,HHI 75-100k,152
3027300,14,HHI 100-125k,127
3027300,15,HHI 125-150k,77
3027300,16,HHI 150-200k,43
3027300,17,HHI 200k+,115
3027400,2,HHI <10k,53
3027400,3,HHI 10-15k,18
3027400,4,HHI 15-20k,30
3027400,5,HHI 20-25k,62
3027400,6,HHI 25-30k,58
3027400,7,HHI 30-35k,18
3027400,8,HHI 35-40k,91
3027400,9,HHI 40-45k,0
3027400,10,HHI 45-50k,62
3027400,11,HHI 50-60k,53
3027400,12,HHI 60-75k,68
3027400,13,HHI 75-100k,37
3027400,14,HHI 100-125k,139
3027400,15,HHI 125-150k,96
3027400,16,HHI 150-200k,116
3027400,17,HHI 200k+,110
3027500,2,HHI <10k,173
3027500,3,HHI 10-15k,53
3027500,4,HHI 15-20k,38
3027500,5,HHI 20-25k,21
3027500,6,HHI 25-30k,56
3027500,7,HHI 30-35k,20
3027500,8,HHI 35-40k,11
3027500,9,HHI 40-45k,21
3027500,10,HHI 45-50k,48
3027500,11,HHI 50-60k,114
3027500,12,HHI 60-75k,229
3027500,13,HHI 75-100k,276
3027500,14,HHI 100-125k,189
3027500,15,HHI 125-150k,112
3027500,16,HHI 150-200k,166
3027500,17,HHI 200k+,257
3027600,2,HHI <10k,57
3027600,3,HHI 10-15k,93
3027600,4,HHI 15-20k,53
3027600,5,HHI 20-25k,67
3027600,6,HHI 25-30k,43
3027600,7,HHI 30-35k,70
3027600,8,HHI 35-40k,34
3027600,9,HHI 40-45k,31
3027600,10,HHI 45-50k,70
3027600,11,HHI 50-60k,168
3027600,12,HHI 60-75k,113
3027600,13,HHI 75-100k,182
3027600,14,HHI 100-125k,17
3027600,15,HHI 125-150k,16
3027600,16,HHI 150-200k,69
3027600,17,HHI 200k+,91
3027700,2,HHI <10k,135
3027700,3,HHI 10-15k,164
3027700,4,HHI 15-20k,67
3027700,5,HHI 20-25k,115
3027700,6,HHI 25-30k,70
3027700,7,HHI 30-35k,101
3027700,8,HHI 35-40k,62
3027700,9,HHI 40-45k,139
3027700,10,HHI 45-50k,20
3027700,11,HHI 50-60k,133
3027700,12,HHI 60-75k,207
3027700,13,HHI 75-100k,142
3027700,14,HHI 100-125k,126
3027700,15,HHI 125-150k,96
3027700,16,HHI 150-200k,92
3027700,17,HHI 200k+,90
3027800,2,HHI <10k,85
3027800,3,HHI 10-15k,117
3027800,4,HHI 15-20k,38
3027800,5,HHI 20-25k,9
3027800,6,HHI 25-30k,41
3027800,7,HHI 30-35k,26
3027800,8,HHI 35-40k,45
3027800,9,HHI 40-45k,78
3027800,10,HHI 45-50k,26
3027800,11,HHI 50-60k,194
3027800,12,HHI 60-75k,93
3027800,13,HHI 75-100k,141
3027800,14,HHI 100-125k,107
3027800,15,HHI 125-150k,72
3027800,16,HHI 150-200k,102
3027800,17,HHI 200k+,33
3027900,2,HHI <10k,181
3027900,3,HHI 10-15k,57
3027900,4,HHI 15-20k,48
3027900,5,HHI 20-25k,57
3027900,6,HHI 25-30k,81
3027900,7,HHI 30-35k,0
3027900,8,HHI 35-40k,44
3027900,9,HHI 40-45k,43
3027900,10,HHI 45-50k,27
3027900,11,HHI 50-60k,229
3027900,12,HHI 60-75k,123
3027900,13,HHI 75-100k,342
3027900,14,HHI 100-125k,109
3027900,15,HHI 125-150k,78
3027900,16,HHI 150-200k,80
3027900,17,HHI 200k+,79
3028000,2,HHI <10k,42
3028000,3,HHI 10-15k,31
3028000,4,HHI 15-20k,13
3028000,5,HHI 20-25k,9
3028000,6,HHI 25-30k,33
3028000,7,HHI 30-35k,5
3028000,8,HHI 35-40k,35
3028000,9,HHI 40-45k,5
3028000,10,HHI 45-50k,21
3028000,11,HHI 50-60k,36
3028000,12,HHI 60-75k,78
3028000,13,HHI 75-100k,108
3028000,14,HHI 100-125k,103
3028000,15,HHI 125-150k,25
3028000,16,HHI 150-200k,64
3028000,17,HHI 200k+,21
3028100,2,HHI <10k,318
3028100,3,HHI 10-15k,208
3028100,4,HHI 15-20k,136
3028100,5,HHI 20-25k,79
3028100,6,HHI 25-30k,137
3028100,7,HHI 30-35k,158
3028100,8,HHI 35-40k,34
3028100,9,HHI 40-45k,35
3028100,10,HHI 45-50k,37
3028100,11,HHI 50-60k,54
3028100,12,HHI 60-75k,102
3028100,13,HHI 75-100k,210
3028100,14,HHI 100-125k,165
3028100,15,HHI 125-150k,74
3028100,16,HHI 150-200k,51
3028100,17,HHI 200k+,71
3028200,2,HHI <10k,70
3028200,3,HHI 10-15k,62
3028200,4,HHI 15-20k,46
3028200,5,HHI 20-25k,38
3028200,6,HHI 25-30k,43
3028200,7,HHI 30-35k,61
3028200,8,HHI 35-40k,23
3028200,9,HHI 40-45k,37
3028200,10,HHI 45-50k,12
3028200,11,HHI 50-60k,110
3028200,12,HHI 60-75k,153
3028200,13,HHI 75-100k,237
3028200,14,HHI 100-125k,45
3028200,15,HHI 125-150k,111
3028200,16,HHI 150-200k,131
3028200,17,HHI 200k+,51
3028300,2,HHI <10k,258
3028300,3,HHI 10-15k,214
3028300,4,HHI 15-20k,112
3028300,5,HHI 20-25k,43
3028300,6,HHI 25-30k,94
3028300,7,HHI 30-35k,13
3028300,8,HHI 35-40k,158
3028300,9,HHI 40-45k,24
3028300,10,HHI 45-50k,25
3028300,11,HHI 50-60k,75
3028300,12,HHI 60-75k,99
3028300,13,HHI 75-100k,158
3028300,14,HHI 100-125k,53
3028300,15,HHI 125-150k,51
3028300,16,HHI 150-200k,30
3028300,17,HHI 200k+,0
3028400,2,HHI <10k,88
3028400,3,HHI 10-15k,84
3028400,4,HHI 15-20k,28
3028400,5,HHI 20-25k,77
3028400,6,HHI 25-30k,78
3028400,7,HHI 30-35k,38
3028400,8,HHI 35-40k,51
3028400,9,HHI 40-45k,42
3028400,10,HHI 45-50k,9
3028400,11,HHI 50-60k,111
3028400,12,HHI 60-75k,125
3028400,13,HHI 75-100k,239
3028400,14,HHI 100-125k,115
3028400,15,HHI 125-150k,47
3028400,16,HHI 150-200k,113
3028400,17,HHI 200k+,0
3028501,2,HHI <10k,4
3028501,3,HHI 10-15k,0
3028501,4,HHI 15-20k,4
3028501,5,HHI 20-25k,9
3028501,6,HHI 25-30k,3
3028501,7,HHI 30-35k,16
3028501,8,HHI 35-40k,8
3028501,9,HHI 40-45k,0
3028501,10,HHI 45-50k,0
3028501,11,HHI 50-60k,14
3028501,12,HHI 60-75k,4
3028501,13,HHI 75-100k,31
3028501,14,HHI 100-125k,18
3028501,15,HHI 125-150k,4
3028501,16,HHI 150-200k,4
3028501,17,HHI 200k+,13
3028502,2,HHI <10k,73
3028502,3,HHI 10-15k,215
3028502,4,HHI 15-20k,171
3028502,5,HHI 20-25k,186
3028502,6,HHI 25-30k,0
3028502,7,HHI 30-35k,7
3028502,8,HHI 35-40k,117
3028502,9,HHI 40-45k,51
3028502,10,HHI 45-50k,34
3028502,11,HHI 50-60k,30
3028502,12,HHI 60-75k,145
3028502,13,HHI 75-100k,76
3028502,14,HHI 100-125k,18
3028502,15,HHI 125-150k,0
3028502,16,HHI 150-200k,0
3028502,17,HHI 200k+,34
3028600,2,HHI <10k,97
3028600,3,HHI 10-15k,204
3028600,4,HHI 15-20k,62
3028600,5,HHI 20-25k,290
3028600,6,HHI 25-30k,76
3028600,7,HHI 30-35k,119
3028600,8,HHI 35-40k,122
3028600,9,HHI 40-45k,102
3028600,10,HHI 45-50k,76
3028600,11,HHI 50-60k,230
3028600,12,HHI 60-75k,19
3028600,13,HHI 75-100k,233
3028600,14,HHI 100-125k,172
3028600,15,HHI 125-150k,108
3028600,16,HHI 150-200k,19
3028600,17,HHI 200k+,31
3028700,2,HHI <10k,184
3028700,3,HHI 10-15k,39
3028700,4,HHI 15-20k,67
3028700,5,HHI 20-25k,108
3028700,6,HHI 25-30k,44
3028700,7,HHI 30-35k,86
3028700,8,HHI 35-40k,99
3028700,9,HHI 40-45k,91
3028700,10,HHI 45-50k,27
3028700,11,HHI 50-60k,42
3028700,12,HHI 60-75k,60
3028700,13,HHI 75-100k,108
3028700,14,HHI 100-125k,116
3028700,15,HHI 125-150k,64
3028700,16,HHI 150-200k,33
3028700,17,HHI 200k+,117
3028800,2,HHI <10k,47
3028800,3,HHI 10-15k,83
3028800,4,HHI 15-20k,87
3028800,5,HHI 20-25k,34
3028800,6,HHI 25-30k,52
3028800,7,HHI 30-35k,40
3028800,8,HHI 35-40k,114
3028800,9,HHI 40-45k,44
3028800,10,HHI 45-50k,29
3028800,11,HHI 50-60k,61
3028800,12,HHI 60-75k,35
3028800,13,HHI 75-100k,163
3028800,14,HHI 100-125k,105
3028800,15,HHI 125-150k,124
3028800,16,HHI 150-200k,90
3028800,17,HHI 200k+,47
3028900,2,HHI <10k,125
3028900,3,HHI 10-15k,164
3028900,4,HHI 15-20k,88
3028900,5,HHI 20-25k,10
3028900,6,HHI 25-30k,9
3028900,7,HHI 30-35k,119
3028900,8,HHI 35-40k,101
3028900,9,HHI 40-45k,60
3028900,10,HHI 45-50k,14
3028900,11,HHI 50-60k,11
3028900,12,HHI 60-75k,148
3028900,13,HHI 75-100k,249
3028900,14,HHI 100-125k,79
3028900,15,HHI 125-150k,42
3028900,16,HHI 150-200k,80
3028900,17,HHI 200k+,20
3029000,2,HHI <10k,98
3029000,3,HHI 10-15k,109
3029000,4,HHI 15-20k,80
3029000,5,HHI 20-25k,61
3029000,6,HHI 25-30k,167
3029000,7,HHI 30-35k,70
3029000,8,HHI 35-40k,93
3029000,9,HHI 40-45k,60
3029000,10,HHI 45-50k,64
3029000,11,HHI 50-60k,155
3029000,12,HHI 60-75k,86
3029000,13,HHI 75-100k,85
3029000,14,HHI 100-125k,75
3029000,15,HHI 125-150k,103
3029000,16,HHI 150-200k,101
3029000,17,HHI 200k+,51
3029100,2,HHI <10k,69
3029100,3,HHI 10-15k,64
3029100,4,HHI 15-20k,42
3029100,5,HHI 20-25k,28
3029100,6,HHI 25-30k,78
3029100,7,HHI 30-35k,46
3029100,8,HHI 35-40k,30
3029100,9,HHI 40-45k,31
3029100,10,HHI 45-50k,23
3029100,11,HHI 50-60k,83
3029100,12,HHI 60-75k,103
3029100,13,HHI 75-100k,191
3029100,14,HHI 100-125k,187
3029100,15,HHI 125-150k,69
3029100,16,HHI 150-200k,38
3029100,17,HHI 200k+,120
3029200,2,HHI <10k,69
3029200,3,HHI 10-15k,83
3029200,4,HHI 15-20k,59
3029200,5,HHI 20-25k,26
3029200,6,HHI 25-30k,34
3029200,7,HHI 30-35k,63
3029200,8,HHI 35-40k,55
3029200,9,HHI 40-45k,38
3029200,10,HHI 45-50k,91
3029200,11,HHI 50-60k,57
3029200,12,HHI 60-75k,34
3029200,13,HHI 75-100k,106
3029200,14,HHI 100-125k,99
3029200,15,HHI 125-150k,36
3029200,16,HHI 150-200k,55
3029200,17,HHI 200k+,92
3029300,2,HHI <10k,140
3029300,3,HHI 10-15k,131
3029300,4,HHI 15-20k,158
3029300,5,HHI 20-25k,38
3029300,6,HHI 25-30k,26
3029300,7,HHI 30-35k,118
3029300,8,HHI 35-40k,63
3029300,9,HHI 40-45k,55
3029300,10,HHI 45-50k,57
3029300,11,HHI 50-60k,0
3029300,12,HHI 60-75k,128
3029300,13,HHI 75-100k,161
3029300,14,HHI 100-125k,96
3029300,15,HHI 125-150k,91
3029300,16,HHI 150-200k,93
3029300,17,HHI 200k+,70
3029400,2,HHI <10k,13
3029400,3,HHI 10-15k,21
3029400,4,HHI 15-20k,67
3029400,5,HHI 20-25k,49
3029400,6,HHI 25-30k,17
3029400,7,HHI 30-35k,5
3029400,8,HHI 35-40k,38
3029400,9,HHI 40-45k,21
3029400,10,HHI 45-50k,32
3029400,11,HHI 50-60k,51
3029400,12,HHI 60-75k,67
3029400,13,HHI 75-100k,58
3029400,14,HHI 100-125k,80
3029400,15,HHI 125-150k,18
3029400,16,HHI 150-200k,51
3029400,17,HHI 200k+,8
3029500,2,HHI <10k,232
3029500,3,HHI 10-15k,114
3029500,4,HHI 15-20k,36
3029500,5,HHI 20-25k,36
3029500,6,HHI 25-30k,47
3029500,7,HHI 30-35k,51
3029500,8,HHI 35-40k,38
3029500,9,HHI 40-45k,29
3029500,10,HHI 45-50k,120
3029500,11,HHI 50-60k,138
3029500,12,HHI 60-75k,138
3029500,13,HHI 75-100k,123
3029500,14,HHI 100-125k,135
3029500,15,HHI 125-150k,173
3029500,16,HHI 150-200k,134
3029500,17,HHI 200k+,200
3029600,2,HHI <10k,196
3029600,3,HHI 10-15k,187
3029600,4,HHI 15-20k,34
3029600,5,HHI 20-25k,151
3029600,6,HHI 25-30k,47
3029600,7,HHI 30-35k,54
3029600,8,HHI 35-40k,173
3029600,9,HHI 40-45k,70
3029600,10,HHI 45-50k,29
3029600,11,HHI 50-60k,177
3029600,12,HHI 60-75k,199
3029600,13,HHI 75-100k,245
3029600,14,HHI 100-125k,191
3029600,15,HHI 125-150k,50
3029600,16,HHI 150-200k,151
3029600,17,HHI 200k+,141
3029700,2,HHI <10k,140
3029700,3,HHI 10-15k,127
3029700,4,HHI 15-20k,62
3029700,5,HHI 20-25k,106
3029700,6,HHI 25-30k,100
3029700,7,HHI 30-35k,38
3029700,8,HHI 35-40k,22
3029700,9,HHI 40-45k,21
3029700,10,HHI 45-50k,70
3029700,11,HHI 50-60k,98
3029700,12,HHI 60-75k,143
3029700,13,HHI 75-100k,177
