locationid,zone,borough,speed_zone,day_type,time_of_day,mean_trip_mph,median_trip_mph,num_trips,mean_trip_distance,mean_trip_minutes
71,East Flatbush/Farragut,Brooklyn,3,weekend_or_holiday,12,11.967911777329459,10.816041419295486,17117,1.8652428705691268,10.995998130513525
71,East Flatbush/Farragut,Brooklyn,3,weekend_or_holiday,20,12.906081343059546,11.670430186034286,8946,1.8698972541247117,10.028079588642969
72,East Flatbush/Remsen Village,Brooklyn,3,weekday,0,15.822902165121507,14.228741974614634,12790,2.1524668421872205,9.319082616627574
72,East Flatbush/Remsen Village,Brooklyn,3,weekday,6,12.223472318209378,11.049980469647535,43670,2.0634534649177306,11.753676055262957
72,East Flatbush/Remsen Village,Brooklyn,3,weekday,12,11.576699095066532,10.549572086899275,50920,2.0632057824586359,12.380287051584185
72,East Flatbush/Remsen Village,Brooklyn,3,weekday,20,13.138205915564988,12.003661318742465,22557,2.0772031568573869,10.753147581681961
72,East Flatbush/Remsen Village,Brooklyn,3,weekend_or_holiday,0,14.231165696289164,12.983727051835853,12950,2.0848155238784298,10.005722007722007
72,East Flatbush/Remsen Village,Brooklyn,3,weekend_or_holiday,6,13.711922956835075,12.503455890578868,16029,2.1138445184187733,10.505996423149707
72,East Flatbush/Remsen Village,Brooklyn,3,weekend_or_holiday,12,12.007956316988931,10.889637879049369,28377,2.0902572788364577,12.041439076247196
72,East Flatbush/Remsen Village,Brooklyn,3,weekend_or_holiday,20,12.74924675982982,11.709865601331972,14859,2.0841876596730454,11.174527222558718
73,East Flushing,Queens,4,weekday,0,17.838875888763525,16.442363577655797,1590,1.7201078541434444,6.613763102725367
73,East Flushing,Queens,4,weekday,6,12.880899114894623,11.523131851553856,8040,1.7016742857214789,9.32014303482587
73,East Flushing,Queens,4,weekday,12,13.472718375551846,11.939041069125864,6932,1.6997502587030809,8.990524620119254
73,East Flushing,Queens,4,weekday,20,15.912377514030808,14.236173021666534,2505,1.6992583273044522,7.4182634730538926
73,East Flushing,Queens,4,weekend_or_holiday,0,17.428820686560268,16.05851842000266,1085,1.7701415756232559,6.965837173579109
73,East Flushing,Queens,4,weekend_or_holiday,6,14.31667714880551,12.838557862005208,2645,1.6968254894913178,8.204517958412099
73,East Flushing,Queens,4,weekend_or_holiday,12,13.731644881505295,12.055593274491793,3317,1.7009713415996935,8.970339664355341
73,East Flushing,Queens,4,weekend_or_holiday,20,16.064961396279994,14.058220858895705,1288,1.7100017793602362,7.457065217391304
74,East Harlem North,Manhattan,2,weekday,0,12.256625481367088,11.334742763570086,6408,1.43813183377941057459,7.788457136912194
74,East Harlem North,Manhattan,2,weekday,6,8.373203560766862,7.671503254594232,34330,1.39855263403348238951,11.350369453344985
74,East Harlem North,Manhattan,2,weekday,12,8.21445894196493,7.525261108099295,46773,1.41409174802739590853,11.818672097150065
74,East Harlem North,Manhattan,2,weekday,20,10.29480086887366,9.52751980178473,19166,1.42327234984953979426,9.188023931267175
74,East Harlem North,Manhattan,2,weekend_or_holiday,0,11.405692841907717,10.463204143100416,6962,1.40967647110143777478,8.315096236713588
74,East Harlem North,Manhattan,2,weekend_or_holiday,6,10.97595838805458,10.061963572862908,11215,1.50686500042980376408,9.125819586862832
74,East Harlem North,Manhattan,2,weekend_or_holiday,12,9.290199503876872,8.555109009370938,27388,1.49331736429169561851,10.871600092497932
74,East Harlem North,Manhattan,2,weekend_or_holiday,20,10.405167429734464,9.656937571113275,11887,1.48426375022815929779,9.451770842096408
75,East Harlem South,Manhattan,2,weekday,0,13.241394394949715,12.605087290704187,5900,1.60182386915000938612,7.889711864406779
75,East Harlem South,Manhattan,2,weekday,6,8.881649646545345,8.13187338608534,30508,1.56775861588278772897,12.218116013286133
75,East Harlem South,Manhattan,2,weekday,12,8.53371020696169,7.86296348789236,49370,1.53900243403770021381,12.377870164067247
75,East Harlem South,Manhattan,2,weekday,20,11.267099464016784,10.529937757402653,15683,1.54117757652084447453,9.043350549427194
75,East Harlem South,Manhattan,2,weekend_or_holiday,0,12.589994300347286,11.877099663784296,4991,1.54425390782052186336,8.117274427302478
75,East Harlem South,Manhattan,2,weekend_or_holiday,6,11.310163503044821,10.602090354465913,10203,1.61428587480524901755,9.412068345911333
75,East Harlem South,Manhattan,2,weekend_or_holiday,12,10.037940644863186,9.36950678345376,19348,1.56540465514224070576,10.467225725311833
75,East Harlem South,Manhattan,2,weekend_or_holiday,20,11.292688023878323,10.50649555256574,8047,1.55270386226608629298,9.117594548693095
76,East New York,Brooklyn,4,weekday,0,17.537340675004156,15.730442371137675,15101,1.93835810833437826959,7.87810851378496
76,East New York,Brooklyn,4,weekday,6,14.688869348217816,13.24767306892096,58560,1.82929438609636189517,9.05359118852459
76,East New York,Brooklyn,4,weekday,12,13.879810701775352,12.259065658983543,79850,1.87940962474771331856,9.83910770194114
76,East New York,Brooklyn,4,weekday,20,15.37960386453537,13.56072618201524,33040,1.94104360230310525983,9.089789144471348
76,East New York,Brooklyn,4,weekend_or_holiday,0,16.815297569798666,15.001041563336969,13052,1.99129926597915047373,8.501561701910308
76,East New York,Brooklyn,4,weekend_or_holiday,6,15.748782637314921,14.31408260157516,18088,1.89510854965625759603,8.467295075925106
76,East New York,Brooklyn,4,weekend_or_holiday,12,13.624790621567284,12.13999913968681,40141,1.90037947287316920394,10.010258007191316
76,East New York,Brooklyn,4,weekend_or_holiday,20,14.576297531104615,13.046575426299022,17783,1.96738991434864881652,9.645046767512044
77,East New York/Pennsylvania Avenue,Brooklyn,3,weekday,0,15.889465202873177,14.493778323993865,4854,1.8047686972203809,7.930414778189809
77,East New York/Pennsylvania Avenue,Brooklyn,3,weekday,6,12.258173237554901,11.066287878787879,15328,1.7579698770177584,10.275994911273488
77,East New York/Pennsylvania Avenue,Brooklyn,3,weekday,12,12.073246744826148,10.952202436738519,23881,1.7536492184167430,10.393515067766565
77,East New York/Pennsylvania Avenue,Brooklyn,3,weekday,20,14.0147663247249,12.725274305886842,8964,1.8093317015662291,9.128118027666222
77,East New York/Pennsylvania Avenue,Brooklyn,3,weekend_or_holiday,0,14.994933082078509,13.67579022202778,4612,1.8348095976476669,8.689982653946227
77,East New York/Pennsylvania Avenue,Brooklyn,3,weekend_or_holiday,6,14.18583736639686,12.933884327584513,5743,1.7781726296146159,8.767502466771141
77,East New York/Pennsylvania Avenue,Brooklyn,3,weekend_or_holiday,12,12.549620960777885,11.24901050713289,10864,1.77941761250705140955,10.090158627884144
77,East New York/Pennsylvania Avenue,Brooklyn,3,weekend_or_holiday,20,13.686785270710203,12.468637689130118,5268,1.8232175392288488,9.479524171095926
78,East Tremont,Bronx,3,weekday,0,14.510922747851753,13.592964035232695,8080,1.9190752861121979,8.87335602310231
78,East Tremont,Bronx,3,weekday,6,11.143654320893518,10.225489962044353,31779,1.9217607362661451,11.76385611042932
78,East Tremont,Bronx,3,weekday,12,10.720972916191457,9.680943409392228,37065,1.9024844386726841,12.465278115023157
78,East Tremont,Bronx,3,weekday,20,13.340346851095125,12.344243165896604,15884,1.9187845269583979,9.67515844035927
78,East Tremont,Bronx,3,weekend_or_holiday,0,13.893157085381196,12.956022546425476,8586,1.9857132384456773,9.542336361518752
78,East Tremont,Bronx,3,weekend_or_holiday,6,13.269637641793373,12.377585027607333,8376,1.9568423183861803,9.70439947468959
78,East Tremont,Bronx,3,weekend_or_holiday,12,11.846792552929049,10.892079494942989,16319,1.9407000483015356,11.027485344281718
78,East Tremont,Bronx,3,weekend_or_holiday,20,12.89667430567267,11.984348379506141,9654,1.9833822496335715,10.231341067605829
79,East Village,Manhattan,1,weekday,0,11.124775630487168,10.61737272223779,24118,1.60683007587078676526,9.182070790833956
79,East Village,Manhattan,1,weekday,6,7.885076629637985,7.317518406528606,67852,1.72315338471427954328,14.292099962663837
79,East Village,Manhattan,1,weekday,12,6.967914085310952,6.552718709710184,90632,1.50300445510630078374,14.266087033277431
79,East Village,Manhattan,1,weekday,20,8.098541326715022,7.59534518368785,84808,1.54944545209183090762,12.42316860830739
79,East Village,Manhattan,1,weekend_or_holiday,0,9.369651351746922,8.802603671131175,58453,1.56059751790815028808,10.72710724855867
79,East Village,Manhattan,1,weekend_or_holiday,6,9.578054662394319,8.991028917166515,25359,1.66274795853754135216,11.248763095285039
79,East Village,Manhattan,1,weekend_or_holiday,12,7.379073009775394,6.899180305765373,74761,1.57757040764399411863,13.922993048960466
79,East Village,Manhattan,1,weekend_or_holiday,20,7.697432370967266,7.077296629735095,50547,1.53076926562892571629,12.965172347847878
80,East Williamsburg,Brooklyn,2,weekday,0,12.935681550847088,11.851179903131518,15259,1.67635956383130604774,8.887514472333267
80,East Williamsburg,Brooklyn,2,weekday,6,9.879136056759643,8.808062485694668,22367,1.45879547943168259618,10.343103679527875
80,East Williamsburg,Brooklyn,2,weekday,12,9.615731571606174,8.459581605326177,42069,1.48402575171998839691,10.96192762683528
80,East Williamsburg,Brooklyn,2,weekday,20,11.28750204104353,10.212246360225702,35558,1.57646419932318819735,9.532623694620996
80,East Williamsburg,Brooklyn,2,weekend_or_holiday,0,11.736257572384826,10.57901409425388,33880,1.62814548665477674996,9.57940033451397
80,East Williamsburg,Brooklyn,2,weekend_or_holiday,6,11.154160173310698,10.020717004029386,11843,1.47018470974715136374,8.998446339609897
80,East Williamsburg,Brooklyn,2,weekend_or_holiday,12,10.177324928974869,9.03084688414543,32454,1.49805301412352006154,10.166901871366653
80,East Williamsburg,Brooklyn,2,weekend_or_holiday,20,10.757979921715059,9.713406827880512,23181,1.56458630324456834537,9.969854622320003
81,Eastchester,Bronx,4,weekday,0,19.285415283443623,17.60407966646357,4276,1.8543124620380368,6.7310063922669165
81,Eastchester,Bronx,4,weekday,6,16.160292744254154,14.635280431788829,16376,1.9205635209045774,8.603651685393258
81,Eastchester,Bronx,4,weekday,12,15.226176152080233,13.557465923172241,20365,1.8728989787536787,8.892267779687371
81,Eastchester,Bronx,4,weekday,20,17.443114041790995,15.498502994011975,7486,1.8931008965317244,7.729991539763113
81,Eastchester,Bronx,4,weekend_or_holiday,0,17.94058382989585,16.31367655296128,3297,1.8814307384587451,7.418567384490951
81,Eastchester,Bronx,4,weekend_or_holiday,6,16.83585026080302,15.493154164348434,5517,1.8925088724283392,7.7111685094556215
81,Eastchester,Bronx,4,weekend_or_holiday,12,15.125777196643035,13.49498912168297,9839,1.8665066451587988,8.746324152183488
81,Eastchester,Bronx,4,weekend_or_holiday,20,16.62589807189466,14.831538981640401,3862,1.8687396570229820,7.931900569653029
82,Elmhurst,Queens,2,weekday,0,13.146627899259164,12.043057402274199,16416,1.59217236875232550917,8.155444891163093
82,Elmhurst,Queens,2,weekday,6,10.488269760290002,9.532429069188652,30468,1.65042495885764538976,10.61446271497965
82,Elmhurst,Queens,2,weekday,12,9.466583550826739,8.562208383426682,59600,1.62887213560172649104,11.773483780760627
82,Elmhurst,Queens,2,weekday,20,11.425506198750478,10.464668366336618,32051,1.63029835872331435281,9.624733497654779
82,Elmhurst,Queens,2,weekend_or_holiday,0,12.240245348966775,11.076719076901346,15822,1.60066663656378972546,8.886000505625079
82,Elmhurst,Queens,2,weekend_or_holiday,6,11.111863896357729,10.155465104066922,15454,1.65897928421090104408,9.93702062033562
82,Elmhurst,Queens,2,weekend_or_holiday,12,9.303664858540467,8.484634300740163,36805,1.66214072924328202870,11.963434315989675
82,Elmhurst,Queens,2,weekend_or_holiday,20,10.730353422570733,9.798272765060421,18503,1.63058869151176107020,10.232278549424418
83,Elmhurst/Maspeth,Queens,2,weekday,0,13.262354517827168,12.364897371641128,4779,1.56152067749469707419,7.924091511473809
83,Elmhurst/Maspeth,Queens,2,weekday,6,10.815002864804653,9.973462585311722,12338,1.48266484305069641328,9.22813124763603
83,Elmhurst/Maspeth,Queens,2,weekday,12,10.095653930108876,9.278105124906668,14925,1.55587637510471908489,10.481549972082636
83,Elmhurst/Maspeth,Queens,2,weekday,20,11.850220080516275,10.94543290542381,7454,1.60019879910401928364,9.039477685359092
83,Elmhurst/Maspeth,Queens,2,weekend_or_holiday,0,12.35188476018888,11.336723416700385,5091,1.57634775701372145627,8.632717868133307
83,Elmhurst/Maspeth,Queens,2,weekend_or_holiday,6,11.794786060875996,11.065629965485018,5240,1.55708103825374934277,8.747054707379135
83,Elmhurst/Maspeth,Queens,2,weekend_or_holiday,12,10.164289490612338,9.41927791197281,8960,1.57195548288262915811,10.362001488095238
83,Elmhurst/Maspeth,Queens,2,weekend_or_holiday,20,11.24404234352144,10.309005694340742,4685,1.59674105305185146467,9.495158306652437
85,Erasmus,Brooklyn,2,weekday,0,14.485323351101782,13.719388288420129,4911,1.68132282549173697196,7.729769904296477
85,Erasmus,Brooklyn,2,weekday,6,10.03645981562007,9.268379212929506,14413,1.57776085850948376669,10.756622493582181
85,Erasmus,Brooklyn,2,weekday,12,9.979238716346675,9.235790060445591,21317,1.59597373101439475289,11.001831871276446
85,Erasmus,Brooklyn,2,weekday,20,12.495853589541216,11.80912050597904,10772,1.68174429410855162103,9.012566530511203
85,Erasmus,Brooklyn,2,weekend_or_holiday,0,13.772439148210848,13.142348706952163,5228,1.72949205689029783825,8.374187069625096
85,Erasmus,Brooklyn,2,weekend_or_holiday,6,11.851013824990071,11.153858317520557,5892,1.66974503552280813933,9.42080787508486
85,Erasmus,Brooklyn,2,weekend_or_holiday,12,10.422789438118864,9.745681246857718,12339,1.65409404142143990309,10.628416673420322
85,Erasmus,Brooklyn,2,weekend_or_holiday,20,11.825236501499269,11.061922352445817,6046,1.72412695550420884110,9.777387253280406
86,Far Rockaway,Queens,4,weekday,0,19.957673497855208,17.843988672444866,1498,1.8781863662962398,6.956019136626613
86,Far Rockaway,Queens,4,weekday,6,17.120996989739773,15.568233595379432,6433,1.7488300456205246,7.84635732421369
86,Far Rockaway,Queens,4,weekday,12,16.74466039749845,15.087192669679506,9305,1.8381886150167252,8.183233028837542
86,Far Rockaway,Queens,4,weekday,20,18.57722699922721,16.943345711059635,3366,1.8783935671501695,7.329233511586453
86,Far Rockaway,Queens,4,weekend_or_holiday,0,19.5164552335506,17.609969148871816,1302,1.8771854591510585,7.013735279057859
86,Far Rockaway,Queens,4,weekend_or_holiday,6,18.72930918147991,16.852495378927912,1612,1.8405437539487058,7.161248966087675
86,Far Rockaway,Queens,4,weekend_or_holiday,12,17.66845342134125,15.937805906248972,3273,1.8912815350212775,7.852571544963846
86,Far Rockaway,Queens,4,weekend_or_holiday,20,18.42503522934851,16.99696389368957,1628,1.9023151143427897,7.370311220311221
87,Financial District North,Manhattan,1,weekday,0,11.675329752807414,11.084851304086538,3213,1.64617528628611660189,9.263097831725283
87,Financial District North,Manhattan,1,weekday,6,7.482173305804088,7.021326793901269,16372,1.52353007471648494393,13.459040842088118
87,Financial District North,Manhattan,1,weekday,12,8.095350873799756,7.618476672120582,29597,1.65986315755366403221,13.53068948429458
87,Financial District North,Manhattan,1,weekday,20,9.899855494610383,9.456192491791965,16544,1.78812208434648750906,11.584170494842036
87,Financial District North,Manhattan,1,weekend_or_holiday,0,10.698462297798363,10.078431814822087,4667,1.84773489048965566831,11.244521819870009
87,Financial District North,Manhattan,1,weekend_or_holiday,6,10.018297891932086,9.541101952554207,6255,1.71324261851566885235,11.06212896349587
87,Financial District North,Manhattan,1,weekend_or_holiday,12,8.994913381650134,8.581554446251372,18245,1.75555017537377781173,12.60046040010962
87,Financial District North,Manhattan,1,weekend_or_holiday,20,9.913005438518175,9.451143527592498,9122,1.85783149517815902094,12.008611050208287
88,Financial District South,Manhattan,1,weekday,0,12.318683464315919,12.145722515995347,1172,1.76696295845371381161,8.960509101251423
88,Financial District South,Manhattan,1,weekday,6,7.385379282040918,6.835856437749807,4558,1.54598085850373456158,14.029274535615036
88,Financial District South,Manhattan,1,weekday,12,7.953072897336368,7.516853611454785,12743,1.72849698853592653692,14.097624839781316
88,Financial District South,Manhattan,1,weekday,20,10.190051118365352,9.920558235135193,5340,1.85983716169612482572,11.472787141073658
88,Financial District South,Manhattan,1,weekend_or_holiday,0,11.108442881094314,10.77906572217411,1423,1.85376347035062883952,10.648336847036777
88,Financial District South,Manhattan,1,weekend_or_holiday,6,9.928307774250369,9.546898466966452,1386,1.74082127758573340853,11.24006734006734
88,Financial District South,Manhattan,1,weekend_or_holiday,12,9.08821530840887,8.802132748654575,5698,1.79522200369598277178,12.590637065637065
88,Financial District South,Manhattan,1,weekend_or_holiday,20,10.355816901249455,10.029177268797305,2272,1.93689347396146341290,11.832056924882629
89,Flatbush/Ditmas Park,Brooklyn,3,weekday,0,15.929204288313016,14.566440538373175,12239,1.9106609616551410,8.369783751395811
89,Flatbush/Ditmas Park,Brooklyn,3,weekday,6,11.399515724082043,10.198410160694234,45605,1.9484744720928084,12.255593319445968
89,Flatbush/Ditmas Park,Brooklyn,3,weekday,12,11.25229020449334,10.118006601504721,69193,1.9230041705456043,12.325749232822202
89,Flatbush/Ditmas Park,Brooklyn,3,weekday,20,14.042935465769256,12.755996793167135,32406,1.8888200052046722,9.431020490032711
89,Flatbush/Ditmas Park,Brooklyn,3,weekend_or_holiday,0,15.31832314238396,13.964521507861887,11777,1.8901331744407550,8.602656307492003
89,Flatbush/Ditmas Park,Brooklyn,3,weekend_or_holiday,6,13.278141174580002,12.208079268292684,17142,2.0229749434276878,10.591836814062926
89,Flatbush/Ditmas Park,Brooklyn,3,weekend_or_holiday,12,11.89329914952696,10.791865287662441,35167,1.9634261088816998,11.694534648960675
89,Flatbush/Ditmas Park,Brooklyn,3,weekend_or_holiday,20,13.30972369453592,12.067922343674228,16707,1.9087216930068618,9.984290018156063
90,Flatiron,Manhattan,1,weekday,0,11.373904313533632,10.897597355617293,8313,1.54255252751232882344,8.73475279682425
90,Flatiron,Manhattan,1,weekday,6,7.282806416021444,6.565605609968005,49860,1.48618714415008505722,14.072721620537504
90,Flatiron,Manhattan,1,weekday,12,6.221506825986519,5.8451324899708945,71613,1.42482701557838117834,15.338198371804001
90,Flatiron,Manhattan,1,weekday,20,7.882071223522298,7.478320956371728,34289,1.49886236016044841647,12.342784858117763
90,Flatiron,Manhattan,1,weekend_or_holiday,0,9.420167204757307,8.92217462166101,15066,1.52690391791161062868,10.585310190716402
90,Flatiron,Manhattan,1,weekend_or_holiday,6,9.151902487751785,8.587166214395372,14298,1.51038427519182028669,10.80658367137595
90,Flatiron,Manhattan,1,weekend_or_holiday,12,6.7536682896213875,6.358344419710762,39725,1.47246659016263818761,14.46680427942102
90,Flatiron,Manhattan,1,weekend_or_holiday,20,7.28213273225177,6.77984723415021,17934,1.48834791211115436926,13.582484851864244
91,Flatlands,Brooklyn,3,weekday,0,18.617815851176303,16.850786729500378,7974,2.1128624264720948,8.023814898419865
91,Flatlands,Brooklyn,3,weekday,6,14.605172222392703,13.175889355547522,36228,2.0956410728216207,10.258113889808987
91,Flatlands,Brooklyn,3,weekday,12,13.82131916663764,12.368398378600663,39693,1.9908973898827191,10.452225413381033
91,Flatlands,Brooklyn,3,weekday,20,15.980230631309931,14.41894627463054,14274,2.0554849383677674,9.162507589556771
91,Flatlands,Brooklyn,3,weekend_or_holiday,0,17.51193918248014,15.774553525555394,6965,2.1134983091029757,8.556671452500598
91,Flatlands,Brooklyn,3,weekend_or_holiday,6,15.947379220768761,14.580210225502192,11039,2.0598047367988592,8.969428088293022
91,Flatlands,Brooklyn,3,weekend_or_holiday,12,14.60245431027452,13.145478085133258,18603,2.0171997441744839,9.894479385045424
91,Flatlands,Brooklyn,3,weekend_or_holiday,20,15.847630763976317,14.2989452319644,8461,2.0963609479343044,9.343753693416854
92,Flushing,Queens,3,weekday,0,18.78718351151941,17.10460435064974,10391,1.9585547532635304,7.341245629230424
92,Flushing,Queens,3,weekday,6,14.377907013223497,13.168623249536022,16528,2.0881730767366561,10.257249314294935
92,Flushing,Queens,3,weekday,12,13.155293166939252,11.968355237973714,37028,2.0146761145730460,10.740188055885636
92,Flushing,Queens,3,weekday,20,15.980571375461862,14.524052784557826,19720,1.9898250839006220,8.610317782285328
92,Flushing,Queens,3,weekend_or_holiday,0,18.1941308661835,16.63952447404597,8957,2.0089715548260690,7.796786498455584
92,Flushing,Queens,3,weekend_or_holiday,6,15.551044687715187,14.178267738345271,6631,2.0449712344775075,9.371919770773639
92,Flushing,Queens,3,weekend_or_holiday,12,13.362137025174968,12.135763671291476,19448,2.0450581400497635,10.798148909913616
92,Flushing,Queens,3,weekend_or_holiday,20,15.69613695533789,14.264469188663693,10364,2.0049174959680152,8.973197285475363
93,Flushing Meadows-Corona Park,Queens,3,weekday,0,22.99126555387582,21.74187641837382,516,2.6684875712619460,8.238727390180879
93,Flushing Meadows-Corona Park,Queens,3,weekday,6,20.474905221550927,16.65942110131082,524,2.6541085252576613,10.064281170483461
93,Flushing Meadows-Corona Park,Queens,3,weekday,12,17.530894564510806,14.940863795312225,1799,2.6181962595545840,11.004863813229573
93,Flushing Meadows-Corona Park,Queens,3,weekday,20,19.069734372150336,16.813552895856738,972,2.6537324114965005,10.167884087791496
93,Flushing Meadows-Corona Park,Queens,3,weekend_or_holiday,0,20.8847650798048,19.137731516998187,512,2.6735114130567485,9.27724609375
93,Flushing Meadows-Corona Park,Queens,3,weekend_or_holiday,6,18.813310257511727,16.422277304928762,296,2.6531652213229055,10.725
93,Flushing Meadows-Corona Park,Queens,3,weekend_or_holiday,12,14.562279328795151,12.509173543834471,1801,2.6349318214701913,13.569627984453083
93,Flushing Meadows-Corona Park,Queens,3,weekend_or_holiday,20,16.145069681267465,13.788320944617315,1216,2.6921298126611274,12.692118969298244
94,Fordham South,Bronx,2,weekday,0,12.82628217883904,12.250840898966189,4170,1.68992090086039623204,8.527086330935251
94,Fordham South,Bronx,2,weekday,6,10.00147940672551,9.419496011786674,11688,1.66643611258270193563,11.06802561031257
94,Fordham South,Bronx,2,weekday,12,9.017715158391953,8.411179657431646,19834,1.66421160252912340265,12.315396961446675
94,Fordham South,Bronx,2,weekday,20,11.247776538720494,10.629556419190564,9652,1.70151864707701602633,9.77044653957729
94,Fordham South,Bronx,2,weekend_or_holiday,0,12.21513649214971,11.694241486068112,5141,1.72895075696936303529,9.178003630940802
94,Fordham South,Bronx,2,weekend_or_holiday,6,11.603944172470332,11.069576953467053,3568,1.73925125833177350474,9.667965246636772
94,Fordham South,Bronx,2,weekend_or_holiday,12,10.099856086849515,9.489318924352853,9459,1.72025518072619828358,11.117572329703632
94,Fordham South,Bronx,2,weekend_or_holiday,20,11.007506347537607,10.52238008384574,5838,1.74080740229001564370,10.121708347607628
95,Forest Hills,Queens,3,weekday,0,14.08775151734863,13.48097246766852,7305,1.83023633164863646076,8.573344741044945
95,Forest Hills,Queens,3,weekday,6,11.01284709462521,10.100317580266926,30687,1.48420762358904447241,9.198078991103724
95,Forest Hills,Queens,3,weekday,12,10.30615514723684,9.529969387793265,53304,1.63706405115718914894,10.844733978688279
95,Forest Hills,Queens,3,weekday,20,12.60273576245845,11.964991595085435,21748,1.76315100908499037463,9.16243485991049
95,Forest Hills,Queens,3,weekend_or_holiday,0,13.758399408899418,13.118414651098137,7693,1.85600813898539821370,8.903238875167903
95,Forest Hills,Queens,3,weekend_or_holiday,6,12.255256620786612,11.380073569513907,9433,1.62017832861900370526,8.819382310328987
95,Forest Hills,Queens,3,weekend_or_holiday,12,11.1761713024643,10.385044633716586,23072,1.69005885370304306017,10.145371012482663
95,Forest Hills,Queens,3,weekend_or_holiday,20,12.551533226728038,11.866541373507081,10004,1.77733114136597099339,9.358245035319205
97,Fort Greene,Brooklyn,2,weekday,0,12.419604199052408,11.747234286140944,6471,1.76389846015093897132,9.24722351001906
97,Fort Greene,Brooklyn,2,weekday,6,8.131379061830026,7.5302559849829,28478,1.38969880864636499335,11.524452793969614
97,Fort Greene,Brooklyn,2,weekday,12,8.391611834085612,7.795300901712329,54848,1.57051142809439676201,12.522756223259432
97,Fort Greene,Brooklyn,2,weekday,20,10.772548246817932,10.137333872390474,29733,1.72184548346555837765,10.412409892487583
97,Fort Greene,Brooklyn,2,weekend_or_holiday,0,11.903912612443845,11.298371574368446,7997,1.80466182029522044041,9.997407361093742
97,Fort Greene,Brooklyn,2,weekend_or_holiday,6,10.162153991056256,9.460290362687227,9866,1.51285254110891575072,9.790475707818096
97,Fort Greene,Brooklyn,2,weekend_or_holiday,12,9.236460320088145,8.650677171874314,32160,1.62358596083313485337,11.534997408789387
97,Fort Greene,Brooklyn,2,weekend_or_holiday,20,10.519744404216764,9.89966524165093,14495,1.70014997198718444319,10.583626537886628
98,Fresh Meadows,Queens,4,weekday,0,18.963260112721635,17.385672448749716,649,1.9842567286115778,7.374268104776579
98,Fresh Meadows,Queens,4,weekday,6,16.08288981831226,14.680785389693904,3477,2.0057907888997390,8.76140350877193
98,Fresh Meadows,Queens,4,weekday,12,16.440591986543232,14.980232767445088,5086,2.0125066482650706,8.646051251802334
98,Fresh Meadows,Queens,4,weekday,20,18.648186612085524,17.076003982741454,1609,2.0371792250131734,7.589165112906567
98,Fresh Meadows,Queens,4,weekend_or_holiday,0,19.48528376373201,18.38594401429422,557,2.0325825944509504,7.145900658288451
98,Fresh Meadows,Queens,4,weekend_or_holiday,6,18.072692458832837,17.09927205355455,856,2.1435608337387260,8.0875
98,Fresh Meadows,Queens,4,weekend_or_holiday,12,17.497238015638313,16.105064617534055,1837,2.0432754108482571,8.17944111776447
98,Fresh Meadows,Queens,4,weekend_or_holiday,20,18.600278060705826,17.032663871110127,833,2.0589989684921702,7.479991996798719
100,Garment District,Manhattan,1,weekday,0,10.671585637135617,10.34806348327193,6909,1.45844261313196742743,8.889134944758045
100,Garment District,Manhattan,1,weekday,6,5.77028424553688,5.242485243372873,26467,1.31190731860431910023,15.785531668366897
100,Garment District,Manhattan,1,weekday,12,5.896603175564037,5.5623949075884305,67102,1.41804662020895135981,16.134914011504872
100,Garment District,Manhattan,1,weekday,20,7.817414778493587,7.47732955030872,29194,1.48144381520202102982,12.46195394030737
100,Garment District,Manhattan,1,weekend_or_holiday,0,9.294122338575791,8.863087248069515,7822,1.40520291220130277134,10.026785562089831
100,Garment District,Manhattan,1,weekend_or_holiday,6,8.367050722990916,7.919028342310079,8228,1.41346976848619356356,11.598567898233673
100,Garment District,Manhattan,1,weekend_or_holiday,12,6.189154196815679,5.8075168446258845,25511,1.41447515709782037632,15.53148641762377
100,Garment District,Manhattan,1,weekend_or_holiday,20,7.449958309809482,7.017975284434898,12041,1.43082456304298653076,12.954040362096173
101,Glen Oaks,Queens,4,weekday,0,20.73104042255103,18.087216248506568,159,1.8684118674336490,7.074528301886792
101,Glen Oaks,Queens,4,weekday,6,21.951347036292844,20.824187421028476,1098,1.8686170979516867,6.291757741347905
101,Glen Oaks,Queens,4,weekday,12,20.373487866935463,18.484737484737483,1787,1.8685266355451528,7.439050550270472
101,Glen Oaks,Queens,4,weekday,20,21.117253892307936,18.484737484737483,492,1.8684427758007290,6.561856368563685
101,Glen Oaks,Queens,4,weekend_or_holiday,0,20.006858623297667,18.1244637238484,138,1.8683474457133673,7.621618357487923
101,Glen Oaks,Queens,4,weekend_or_holiday,6,22.12669905321791,20.63940013633265,343,1.8685134742368192,6.660932944606414
101,Glen Oaks,Queens,4,weekend_or_holiday,12,21.456817209972947,19.321783418218253,633,1.8684717045900005,6.951895734597157
101,Glen Oaks,Queens,4,weekend_or_holiday,20,21.222268793248436,19.48979892620276,254,1.8684070164487443,6.527755905511811
102,Glendale,Queens,3,weekday,0,16.277791912711134,14.527282502134659,2691,1.81989761528718080514,7.854496469713862
102,Glendale,Queens,3,weekday,6,13.926842689750579,12.06889403309954,14473,1.84300826568927062901,9.598082636633732
102,Glendale,Queens,3,weekday,12,11.97500296702987,10.85856384412097,16331,1.78046164009595848884,10.370101851284877
